G,R,2B,3B,HR,RBI,SO,BA,OPS,GDP,SF,Salary
156,93,29,3,25,91,105,0.282,0.786,11,3,6.564741878
156,83,29,2,18,70,82,0.282,0.744,12,5,6.108809922
133,83,29,10,11,54,63,0.282,0.749,8,3,6.977322413
148,80,23,5,25,70,136,0.281,0.846,12,5,5.66412651
152,76,36,0,23,90,106,0.281,0.819,22,5,7.278352408
158,67,41,4,10,75,94,0.279,0.721,16,5,6.263711882
151,83,33,12,15,61,108,0.278,0.81,7,1,6.55215275
150,97,20,7,5,47,101,0.277,0.762,6,3,5.676292417
142,83,29,5,18,72,128,0.277,0.849,13,2,5.622733825
143,87,23,5,31,108,157,0.276,0.859,14,3,7.300568813
144,85,28,3,23,66,148,0.276,0.859,5,4,5.641850115
155,75,37,5,16,83,108,0.275,0.793,15,7,7.105845419
155,100,33,5,18,59,83,0.275,0.762,14,1,6.849977606
160,96,18,3,1,47,47,0.275,0.657,8,2,6.497795088
150,92,38,0,11,56,71,0.275,0.721,13,3,6.761036523
115,75,20,2,16,65,63,0.275,0.832,4,5,7.198210333
145,55,24,1,21,84,98,0.274,0.82,10,4,6.798825084
159,79,33,5,10,57,102,0.273,0.798,8,5,5.61173844
151,72,37,3,19,85,101,0.273,0.788,14,6,5.623818206
133,73,27,3,17,69,152,0.273,0.799,20,7,6.594705101
157,79,44,3,31,88,84,0.273,0.847,18,3,7.342893128
157,93,37,5,14,81,93,0.271,0.753,26,4,6.994571046
145,81,36,5,8,51,90,0.271,0.756,5,1,6.92376382
157,111,30,3,10,67,106,0.27,0.71,22,3,7.342893128
145,86,36,1,32,102,145,0.27,0.899,12,4,7.119317559
128,43,29,0,9,56,39,0.27,0.688,17,2,6.849977606
137,74,29,2,30,125,98,0.27,0.847,7,11,7.539187773
150,72,15,2,2,29,74,0.27,0.633,13,2,6.435647181
154,59,27,4,10,65,109,0.269,0.7,9,7,5.622733825
143,63,25,0,21,77,98,0.269,0.828,12,4,6.761036523
153,71,28,3,14,65,121,0.269,0.735,9,2,6.668545599
156,71,26,0,15,71,67,0.269,0.692,16,3,6.798825084
160,112,32,4,29,83,184,0.269,0.83,5,2,6.460006527
126,80,24,5,6,37,87,0.268,0.71,14,3,6.719643838
152,61,34,3,13,63,81,0.268,0.732,26,5,5.688126786
139,84,43,8,16,63,128,0.268,0.823,10,0,5.650083432
161,67,41,2,10,88,95,0.267,0.723,14,4,6.512035527
148,77,24,3,18,86,123,0.266,0.758,4,9,6.134617186
148,88,15,3,0,35,96,0.265,0.643,6,0,5.642286268
141,84,25,6,2,38,109,0.265,0.686,6,2,6.405385576
146,61,27,2,10,56,42,0.265,0.675,22,6,5.683431665
137,66,18,1,5,42,64,0.265,0.667,7,4,6.321703829
147,73,33,1,19,71,138,0.264,0.791,13,5,5.622733825
161,77,29,3,11,58,139,0.264,0.702,11,4,5.651813084
153,85,24,10,3,58,74,0.264,0.679,12,2,5.895735097
123,64,33,0,4,42,53,0.263,0.657,11,7,6.326025203
136,34,19,0,6,62,51,0.262,0.671,19,5,6.665358552
161,94,25,0,32,83,138,0.261,0.871,12,1,7.041863132
151,75,37,2,25,100,172,0.261,0.788,8,4,6.673886347
161,109,35,3,54,124,116,0.26,0.995,10,4,6.400885075
158,85,36,2,38,103,199,0.26,0.892,10,4,7.099855079
132,73,20,14,6,36,104,0.26,0.757,5,0,5.629199867
148,80,35,0,19,80,134,0.26,0.774,23,4,7.142889712
151,60,29,2,16,78,64,0.259,0.692,13,4,6.54894761
161,62,21,2,1,35,114,0.259,0.646,19,6,7.020673833
147,84,26,10,18,69,79,0.259,0.756,6,1,6.723965211
148,55,22,2,19,77,113,0.258,0.73,17,6,7.099855079
147,67,40,3,24,79,123,0.258,0.818,12,3,7.275946338
156,94,33,0,27,91,145,0.257,0.793,10,3,6.558492928
133,49,26,3,14,67,99,0.256,0.736,5,3,5.606134563
127,50,29,1,11,56,95,0.256,0.695,15,7,6.798825084
139,42,29,3,8,38,106,0.256,0.675,10,2,6.071826356
135,60,19,0,4,35,57,0.256,0.655,18,0,5.65916309
158,113,36,0,33,108,122,0.256,0.846,15,5,7.321703829
154,88,41,1,20,78,132,0.255,0.787,13,5,6.974916343
147,50,27,3,4,42,64,0.255,0.671,8,3,6.512035527
139,69,24,2,22,68,105,0.255,0.793,12,4,7.166801869
150,91,19,6,22,77,168,0.255,0.773,6,6,5.622733825
135,71,27,3,4,47,83,0.254,0.675,6,3,6.622733825
138,69,18,4,5,29,81,0.253,0.636,7,2,6.353112293
136,60,17,7,0,24,88,0.253,0.633,2,3,5.673886347
136,63,27,2,17,69,121,0.251,0.743,13,5,6.757070336
157,74,42,3,23,88,118,0.25,0.741,16,4,6.460006527
156,64,26,8,6,46,96,0.25,0.687,7,3,5.628128857
139,52,18,2,13,65,81,0.249,0.683,9,11,6.719643838
162,82,25,6,28,89,170,0.249,0.76,14,9,6.622733825
143,68,23,3,21,92,116,0.249,0.75,16,5,6.63345769
148,60,30,2,15,81,103,0.249,0.703,11,10,6.683431665
130,37,22,1,11,55,94,0.249,0.695,13,7,5.622733825
146,56,28,1,17,64,138,0.248,0.727,8,3,6.798825084
148,64,24,2,24,85,92,0.248,0.749,20,5,6.532557194
154,63,29,1,22,76,116,0.248,0.727,23,9,6.564741878
136,76,17,7,24,67,116,0.247,0.792,3,3,6.761036523
144,47,28,5,13,70,134,0.247,0.718,12,7,6.840217769
158,64,34,1,21,86,123,0.247,0.72,18,8,5.649062763
143,59,32,1,16,71,96,0.247,0.679,20,5,6.512035527
157,67,29,1,24,89,59,0.246,0.708,20,4,7.299427434
152,61,25,3,12,64,137,0.245,0.666,10,8,6.532557194
154,75,37,2,20,67,131,0.243,0.762,9,3,6.865771873
131,73,25,2,26,87,83,0.243,0.821,16,4,6.525823812
131,55,18,2,13,71,49,0.242,0.669,22,4,5.895735097
124,61,21,1,25,83,90,0.241,0.745,10,5,7.244688645
150,49,29,0,10,58,66,0.239,0.609,20,3,6.497795088
140,60,24,1,26,68,137,0.238,0.784,15,4,6.576976334
151,77,28,2,10,75,107,0.238,0.699,10,12,6.020673833
150,57,32,3,23,72,144,0.237,0.712,10,3,6.020673833
154,89,38,4,18,62,164,0.237,0.745,13,4,6.497795088
145,57,14,10,4,41,70,0.235,0.614,8,3,5.628664692
150,42,13,1,1,28,53,0.23,0.545,11,2,6.418613842
138,70,22,0,26,68,85,0.205,0.665,8,2,6.622733825
145,79,17,2,32,85,211,0.198,0.753,8,5,5.941492414
144,64,18,0,28,84,158,0.196,0.732,2,4,7.031397699
138,94,30,1,28,96,63,0.365,1.031,13,5,7.055241509
146,88,31,4,11,46,71,0.352,0.851,1,1,7.28214613
151,101,42,1,24,106,101,0.342,0.954,9,5,6.771166608
153,107,27,1,18,66,90,0.334,0.871,18,1,7.327903621
153,79,44,5,25,90,83,0.33,0.943,10,5,5.63082951
160,124,45,1,47,135,64,0.327,1.101,23,8,7.239061229
151,79,38,3,15,86,73,0.325,0.904,15,10,7.246981713
160,96,34,0,34,103,107,0.324,0.942,22,1,7.204410125
131,82,38,1,25,84,106,0.322,0.981,8,1,5.667851682
135,76,36,2,22,68,90,0.322,0.892,16,4,7.230993608
128,84,31,6,9,47,77,0.321,0.85,3,1,5.54309159
137,90,29,7,14,66,89,0.32,0.879,5,4,6.323812905
158,113,39,6,32,114,121,0.32,0.937,6,3,6.040763685
161,103,48,2,25,85,63,0.32,0.871,22,4,6.805024875
156,94,39,3,24,109,101,0.313,0.909,13,7,7.157207394
158,83,46,1,14,86,48,0.313,0.795,29,8,7.197470146
137,70,23,9,5,58,54,0.312,0.776,9,5,5.712615364
145,97,16,10,8,68,89,0.311,0.807,7,6,5.665362882
151,88,38,3,9,57,100,0.31,0.81,5,2,6.763308933
131,54,24,2,9,50,65,0.31,0.804,19,2,7.310174854
131,81,42,4,6,68,89,0.308,0.799,13,3,5.646697125
120,74,15,7,3,39,74,0.307,0.757,9,5,5.641243465
128,64,38,0,11,49,59,0.307,0.822,17,4,5.644921722
144,88,39,3,10,72,140,0.307,0.837,16,6,6.904820577
141,91,36,2,35,111,109,0.306,0.972,12,4,7.149089503
152,86,43,2,34,108,117,0.306,0.924,15,8,5.805024875
156,96,28,8,15,68,99,0.305,0.816,7,5,6.943327574
151,93,46,0,35,114,110,0.305,0.932,15,4,5.641559967
128,76,36,1,11,67,62,0.305,0.823,4,8,7.128105012
136,99,36,1,27,94,125,0.305,0.961,9,4,6.822753642
132,75,25,6,7,48,74,0.304,0.764,8,2,5.725843629
155,88,33,1,23,108,74,0.303,0.861,17,6,6.819265315
153,85,34,1,4,35,69,0.303,0.757,4,1,5.660342081
142,77,12,3,1,40,58,0.302,0.732,15,5,6.822753642
159,78,51,1,21,93,103,0.301,0.853,20,4,5.651155721
153,94,27,10,8,60,74,0.301,0.77,13,6,5.679603321
155,79,41,8,11,73,51,0.3,0.813,15,5,5.645444653
156,87,38,6,20,86,151,0.3,0.883,9,7,5.650433015
146,73,35,2,28,103,106,0.3,0.907,13,5,6.466206319
160,65,35,1,26,102,51,0.3,0.831,21,8,7.305627226
138,57,22,1,13,49,52,0.3,0.755,18,3,6.822753642
138,84,30,7,26,86,137,0.3,0.899,10,4,6.260377385
141,89,26,2,14,76,62,0.299,0.812,21,2,5.655262555
162,103,35,3,46,141,138,0.299,1.014,14,9,6.901934888
119,74,26,1,22,90,92,0.299,0.873,9,5,7.277293627
158,114,30,7,5,54,114,0.298,0.789,8,4,6.788425614
159,97,25,7,26,101,139,0.297,0.842,14,6,5.696190506
151,101,25,9,32,92,112,0.297,0.93,20,9,6.026873625
152,91,28,7,27,91,104,0.297,0.948,7,4,5.656181265
154,115,48,1,15,72,45,0.296,0.819,19,6,6.269911674
152,96,29,3,15,103,113,0.293,0.825,15,9,6.725843629
161,94,45,2,18,101,98,0.293,0.801,12,10,6.734443801
140,45,23,1,6,54,39,0.293,0.749,27,1,6.559946285
134,68,31,3,6,53,67,0.293,0.755,14,5,5.639657482
156,103,43,3,39,122,114,0.292,0.948,13,5,7.424813634
156,102,39,13,10,62,71,0.292,0.803,5,4,6.528617355
157,110,37,3,33,106,119,0.292,0.888,22,9,6.63163951
133,71,24,2,8,62,84,0.291,0.831,15,5,6.767236315
149,67,42,0,16,100,81,0.289,0.788,15,5,6.570941669
129,65,29,1,11,63,86,0.289,0.758,8,3,6.549752327
138,72,24,1,25,88,57,0.287,0.81,19,5,6.538756986
158,103,37,0,36,108,98,0.286,0.829,17,4,6.440173389
124,78,17,1,30,100,97,0.286,0.933,13,3,7.545387565
157,97,27,12,3,35,140,0.285,0.738,1,2,5.664863406
145,82,42,3,23,86,145,0.285,0.903,17,4,6.767236315
153,82,31,4,10,72,46,0.285,0.727,15,5,6.689631457
160,83,36,3,9,77,71,0.284,0.705,22,10,6.628933616
135,74,24,7,6,52,75,0.284,0.696,9,1,6.929963612
154,81,20,5,7,54,93,0.284,0.712,13,5,5.725843629
146,66,43,2,20,89,98,0.283,0.808,11,10,6.52311117
153,85,24,1,18,70,122,0.283,0.764,14,2,5.684885022
149,74,35,6,9,62,99,0.283,0.774,16,5,6.555790325
159,110,56,1,16,79,112,0.283,0.807,7,8,6.929963612
143,107,36,3,24,82,98,0.282,0.854,9,1,7.140816977
159,76,26,5,25,72,109,0.282,0.818,25,3,5.693391606
144,100,35,1,12,60,75,0.282,0.789,12,7,6.379056143
156,112,28,4,31,93,110,0.282,0.905,5,4,7.072196604
144,74,28,9,13,71,87,0.281,0.781,10,5,6.583176126
158,73,25,2,13,90,68,0.281,0.756,16,4,5.694326578
157,100,44,0,33,113,140,0.281,0.889,27,7,5.822753642
138,63,35,1,21,94,83,0.281,0.834,17,6,6.570941669
139,84,25,6,18,79,116,0.28,0.832,12,10,6.725843629
157,72,32,4,15,76,92,0.28,0.732,13,9,6.407084867
137,84,30,4,24,68,109,0.279,0.914,6,1,7.173001661
160,105,37,4,45,141,186,0.279,0.931,11,6,7.204410125
160,90,27,2,40,99,109,0.277,0.958,23,4,6.514718745
119,83,22,3,19,70,93,0.277,0.792,13,3,5.689631457
152,75,30,1,28,88,89,0.277,0.842,15,7,7.106054871
150,78,38,2,25,83,142,0.277,0.843,11,5,6.875062742
148,71,14,1,15,68,66,0.277,0.723,15,8,6.115009714
153,93,34,7,32,94,118,0.276,0.862,22,2,6.911480225
153,78,30,5,20,98,75,0.276,0.776,21,8,6.767236315
136,73,31,1,25,80,98,0.274,0.907,13,4,7.188241627
154,66,28,1,13,68,59,0.274,0.752,15,4,6.173001661
142,62,21,1,28,90,75,0.274,0.876,4,2,7.140816977
135,85,31,1,30,100,86,0.274,0.878,12,7,7.053202564
147,74,37,1,15,88,59,0.274,0.734,14,7,5.639657482
160,92,42,3,31,106,116,0.272,0.869,19,4,6.518235319
134,93,32,3,34,93,119,0.272,0.899,16,5,6.88219079
153,69,42,0,25,96,69,0.272,0.766,25,7,6.379056143
144,69,34,1,12,50,123,0.271,0.734,11,2,6.580149671
151,73,37,1,24,90,122,0.27,0.79,18,2,6.388601461
150,92,28,5,9,47,89,0.269,0.711,11,2,6.901934888
135,52,27,0,13,61,73,0.268,0.705,11,9,6.424813634
159,98,26,1,36,99,156,0.268,0.879,11,6,6.507599004
145,72,17,8,6,40,77,0.267,0.702,4,3,5.628933616
151,103,29,3,36,119,162,0.267,0.921,9,4,6.901934888
159,81,29,0,38,105,177,0.267,0.928,8,2,6.929963612
158,62,30,2,12,82,68,0.266,0.694,12,5,6.725843629
135,73,29,10,4,34,116,0.266,0.77,4,3,5.600904893
155,60,38,4,12,63,69,0.266,0.741,13,6,5.630017998
139,63,20,1,22,97,106,0.265,0.775,5,4,6.595075349
132,52,25,1,20,80,68,0.265,0.727,14,11,6.839786982
143,80,23,2,18,71,89,0.264,0.818,14,6,7.026873625
156,62,31,2,12,64,133,0.262,0.734,19,2,5.641243465
149,65,33,5,2,51,93,0.262,0.671,6,8,7.009144858
135,71,29,12,12,65,87,0.261,0.748,4,7,6.570941669
144,61,30,2,15,64,125,0.261,0.738,12,3,7.009144858
128,75,21,1,33,76,118,0.26,0.856,9,2,5.648122629
136,64,27,2,2,51,46,0.26,0.657,8,4,5.956292551
155,98,30,1,44,102,223,0.26,0.892,8,3,5.652700338
158,84,37,3,15,66,86,0.26,0.711,18,5,7.026873625
133,70,29,0,24,61,104,0.26,0.863,11,2,6.496695641
146,79,38,5,11,54,112,0.259,0.796,15,5,7.123783638
150,64,29,5,12,64,84,0.258,0.731,16,2,5.643349139
128,61,26,1,25,77,104,0.258,0.828,4,1,6.407084867
129,86,27,2,20,70,99,0.256,0.788,8,4,6.570941669
141,50,31,1,18,88,106,0.255,0.722,25,6,5.662357372
151,57,35,1,11,83,134,0.254,0.69,20,6,6.558352542
144,101,32,4,31,86,77,0.253,0.814,9,6,6.532023603
127,72,11,6,1,27,95,0.252,0.611,5,4,5.628933616
116,64,21,1,31,76,149,0.251,0.867,6,6,6.173001661
147,72,22,2,16,52,95,0.251,0.714,5,2,5.628933616
149,78,32,3,24,70,156,0.25,0.795,12,5,7.026873625
139,78,23,1,23,78,121,0.25,0.752,11,5,6.663695689
141,78,19,1,27,81,108,0.25,0.793,15,2,7.087571465
143,63,19,0,7,53,80,0.25,0.68,18,1,6.617938232
132,56,20,2,9,46,85,0.25,0.659,4,4,6.767236315
124,50,19,1,5,48,69,0.25,0.635,17,5,6.929963612
155,100,43,5,21,77,70,0.25,0.719,7,5,6.904820577
160,91,23,8,30,71,141,0.249,0.78,1,2,6.574032746
150,84,35,1,29,82,126,0.249,0.869,13,6,6.751149495
106,73,20,6,18,64,92,0.248,0.788,4,1,6.689631457
149,63,31,2,17,71,107,0.247,0.691,21,7,6.797725637
154,69,32,3,23,76,121,0.245,0.734,6,7,6.23772699
134,40,20,6,6,49,44,0.245,0.625,17,6,6.402537239
158,84,27,1,31,90,150,0.243,0.813,10,4,6.755227407
150,59,30,1,15,85,87,0.241,0.694,15,5,6.929963612
134,48,19,2,2,43,58,0.241,0.636,11,5,6.725843629
117,64,25,1,20,55,118,0.241,0.726,7,2,7.230993608
144,79,33,4,11,55,152,0.241,0.686,7,3,5.665362882
149,88,16,0,25,70,185,0.24,0.773,7,4,6.474031656
150,77,35,1,28,99,134,0.238,0.794,9,7,7.123783638
161,71,16,1,27,84,170,0.23,0.72,12,3,6.826214174
135,91,25,2,39,100,163,0.227,0.893,5,3,6.929963612
128,82,24,1,22,75,61,0.364,1.044,13,4,7.130006859
148,100,44,0,37,116,54,0.357,1.114,16,8,7.251114005
153,102,36,1,37,121,124,0.332,1.031,17,4,7.470290165
146,98,31,4,9,85,50,0.328,0.864,21,11,6.839986931
157,118,54,2,17,83,52,0.326,0.869,17,9,5.698842601
126,78,32,1,22,77,112,0.321,0.999,10,6,6.737896405
139,107,38,2,25,88,104,0.321,0.947,9,2,7.020065184
121,102,41,4,18,71,67,0.319,0.892,12,7,5.913987664
146,72,32,2,21,103,76,0.317,0.869,27,6,7.248441415
138,77,35,5,9,55,57,0.316,0.786,10,4,6.662175691
159,114,46,4,29,106,108,0.312,0.986,13,5,7.200294403
145,91,43,4,29,115,108,0.312,0.958,11,9,6.52322624
162,103,20,7,6,42,65,0.31,0.747,8,4,7.294198906
157,102,41,0,33,121,93,0.308,0.962,17,7,7.135836414
135,70,25,7,12,73,71,0.307,0.818,10,4,6.43686641
141,90,34,3,8,58,43,0.307,0.768,14,4,6.701684233
149,85,19,4,1,38,58,0.307,0.745,19,1,5.67037017
147,81,40,4,12,63,52,0.306,0.854,18,5,6.99316891
157,106,48,1,20,87,113,0.306,0.897,10,1,5.696937798
155,84,38,2,10,64,88,0.306,0.79,6,9,6.987094763
141,90,38,5,20,77,88,0.305,0.885,6,7,5.666804095
148,76,37,1,25,97,103,0.305,0.867,14,4,6.563971208
156,98,35,5,32,130,126,0.304,0.901,8,9,5.648339372
154,96,48,2,32,108,89,0.304,0.912,9,7,6.942016388
143,95,27,5,17,71,82,0.303,0.836,5,1,7.152869753
143,85,31,3,27,91,77,0.303,0.886,27,4,7.229258099
138,104,33,0,35,103,117,0.302,0.965,16,5,7.501324399
153,87,22,5,8,46,60,0.302,0.765,19,1,5.636621587
160,115,42,2,33,124,118,0.302,0.924,15,11,6.746496577
145,68,42,1,23,87,64,0.301,0.896,17,3,5.942016388
153,125,34,4,33,67,122,0.301,0.94,5,4,5.681390921
144,87,31,6,12,75,61,0.3,0.823,14,3,5.661658366
150,88,25,3,11,69,85,0.3,0.771,24,4,7.339956397
163,97,47,4,23,129,85,0.3,0.873,20,10,7.166840695
152,104,40,3,37,113,146,0.299,0.966,8,8,5.652768223
159,80,41,1,17,89,67,0.297,0.764,14,9,6.28196445
159,113,37,19,16,68,82,0.297,0.833,9,3,6.640986392
151,69,32,3,24,84,102,0.297,0.874,7,2,5.629991008
156,100,39,4,20,100,109,0.296,0.843,14,1,7.243046384
155,107,51,8,9,57,104,0.296,0.828,8,6,6.83826695
145,66,27,3,15,84,77,0.293,0.758,11,6,7.139296946
162,85,43,3,23,110,110,0.293,0.837,13,5,6.77928909
146,102,30,8,14,58,69,0.293,0.799,8,0,5.720167638
160,85,36,2,37,127,126,0.292,0.887,16,9,7.092004844
154,96,41,2,34,96,104,0.292,0.885,18,5,7.016650006
145,46,33,0,16,95,38,0.292,0.767,23,11,6.834806418
159,113,41,4,33,104,104,0.292,0.915,9,8,6.919739993
152,91,44,11,21,67,109,0.291,0.836,5,7,6.21501766
155,93,41,3,20,90,119,0.291,0.823,27,4,7.161142279
155,91,47,8,15,79,112,0.291,0.798,20,5,6.665779816
155,93,38,5,18,76,153,0.29,0.799,11,3,5.647452434
136,65,22,2,21,77,61,0.29,0.792,14,4,6.070334865
152,80,28,4,10,69,105,0.29,0.741,19,5,6.10037888
161,66,35,6,13,90,85,0.289,0.772,25,7,5.652768223
149,97,44,1,27,111,94,0.289,0.898,13,6,7.217183722
136,71,24,2,10,60,62,0.288,0.766,24,2,5.643692286
130,96,26,1,36,100,80,0.288,0.965,16,3,5.640986392
150,86,39,6,12,69,113,0.287,0.795,3,4,5.672394856
155,86,32,3,21,99,100,0.286,0.78,20,10,6.68114353
155,111,35,4,31,101,137,0.286,0.895,7,8,6.798594246
151,92,39,7,37,106,129,0.285,0.888,13,4,6.479048004
149,103,30,3,21,87,106,0.285,0.857,9,8,6.675748465
135,77,29,2,23,104,70,0.285,0.826,14,6,6.932516963
141,66,35,2,23,86,121,0.285,0.868,11,5,5.642070774
161,116,40,5,27,112,96,0.284,0.876,11,6,7.343663045
155,102,36,2,12,82,109,0.284,0.741,19,6,6.737896405
146,78,31,4,24,74,98,0.283,0.821,18,2,6.462172275
138,69,24,3,25,85,134,0.283,0.879,7,2,6.632766062
143,64,28,2,6,46,82,0.283,0.73,13,3,6.720167638
158,92,38,3,13,66,72,0.283,0.729,32,3,7.209522922
133,81,25,11,9,40,124,0.282,0.791,5,2,5.632212468
161,93,33,1,8,57,71,0.281,0.705,16,9,7.038926401
134,66,31,1,13,60,71,0.281,0.728,14,6,6.806082267
145,98,22,7,9,47,80,0.28,0.729,9,3,5.647452434
141,112,26,13,22,66,111,0.28,0.858,7,1,6.038926401
155,87,25,0,13,69,83,0.28,0.781,16,2,5.737896405
109,76,27,0,29,75,103,0.28,0.876,9,4,7.152869753
153,66,36,3,7,51,42,0.279,0.691,23,6,6.361145696
162,103,32,1,36,119,142,0.279,0.871,24,3,5.955380349
148,54,25,1,7,42,69,0.279,0.716,20,1,5.635523497
146,85,37,2,21,78,108,0.278,0.81,15,1,7.308439345
155,92,41,0,29,95,111,0.277,0.808,15,7,5.737896405
137,76,38,9,11,59,55,0.277,0.786,11,3,6.887115518
159,86,30,2,34,102,134,0.276,0.879,12,10,5.865001204
116,72,14,1,1,22,80,0.276,0.685,7,0,6.715620011
152,113,46,4,26,94,93,0.276,0.853,5,6,5.667315331
154,104,42,4,23,89,126,0.276,0.804,26,5,6.391108919
152,71,36,1,21,81,120,0.274,0.808,12,4,6.824256236
152,91,30,9,6,48,131,0.274,0.729,2,3,6.448295928
141,61,21,1,14,90,86,0.273,0.75,10,8,5.662279082
145,85,37,2,9,67,134,0.273,0.784,13,7,5.653929015
143,65,28,1,14,74,39,0.272,0.738,18,3,6.200294403
141,74,22,5,20,78,91,0.272,0.805,12,7,6.152869753
122,67,31,2,27,85,122,0.272,0.874,8,8,5.77928909
159,70,35,3,14,72,65,0.271,0.715,18,5,6.516047656
159,96,32,1,38,115,124,0.271,0.871,16,8,7.243046384
152,57,37,0,13,70,126,0.271,0.749,21,4,7.021197634
145,75,26,2,9,52,63,0.271,0.669,13,6,6.640986392
151,69,33,1,27,99,104,0.27,0.856,14,3,7.135836414
132,61,21,7,9,57,108,0.27,0.711,12,5,5.629991008
136,66,32,3,25,85,122,0.27,0.841,9,6,6.737896405
158,74,32,2,15,69,116,0.27,0.777,24,5,6.802354394
138,69,22,2,10,55,64,0.27,0.699,19,5,7.038926401
157,78,34,4,25,83,124,0.269,0.783,14,3,5.636621587
157,76,45,6,20,91,109,0.268,0.759,17,9,5.686309371
138,65,24,2,14,61,96,0.268,0.731,19,7,5.643692286
157,101,39,5,33,90,130,0.268,0.876,5,2,6.54745612
145,76,23,1,7,60,65,0.267,0.697,8,7,6.236206959
143,74,29,1,25,77,90,0.266,0.784,11,4,7.118107647
121,45,24,2,3,43,24,0.266,0.657,14,5,5.643692286
153,66,42,1,20,97,106,0.264,0.738,23,3,7.118107647
141,80,24,7,21,78,93,0.261,0.754,13,6,6.582994445
134,72,35,1,16,59,120,0.26,0.783,8,5,5.647452434
154,71,31,4,23,84,139,0.26,0.732,14,6,5.651710258
145,59,29,5,22,73,116,0.26,0.804,5,5,5.629991008
146,97,37,1,32,92,171,0.26,0.874,10,3,5.659062456
153,79,24,7,7,59,142,0.258,0.657,7,2,5.635523497
150,79,25,3,10,58,104,0.257,0.738,7,5,6.884024441
133,49,22,1,15,65,62,0.257,0.714,9,6,6.913987664
148,67,29,2,23,65,102,0.257,0.807,7,3,5.672394856
149,66,31,4,15,59,131,0.255,0.715,6,2,6.40767802
144,52,14,4,1,38,99,0.251,0.676,3,3,5.629991008
146,75,29,1,26,68,102,0.251,0.807,13,5,5.692138915
162,105,26,4,48,146,199,0.251,0.881,11,6,7.038926401
133,64,15,2,1,26,79,0.251,0.604,4,3,6.334493501
157,74,33,3,33,86,136,0.25,0.875,10,6,7.192741265
143,67,30,1,18,71,89,0.249,0.778,13,4,6.817077651
142,74,22,3,17,61,138,0.249,0.729,12,1,5.635523497
160,85,42,7,22,85,165,0.248,0.758,10,5,5.647452434
145,68,19,1,32,96,111,0.247,0.876,6,9,7.361145696
141,67,27,2,32,93,119,0.247,0.812,7,5,5.635523497
139,76,24,2,31,102,166,0.247,0.871,6,9,6.817077651
151,46,30,2,2,49,45,0.246,0.651,5,2,6.667315331
149,93,28,0,34,90,147,0.245,0.865,17,4,7.233903041
120,69,25,2,25,70,142,0.243,0.809,4,3,6.851839758
122,59,19,1,22,62,80,0.24,0.783,17,4,7.118107647
155,70,33,3,11,71,111,0.239,0.653,18,4,5.701684233
152,87,28,3,28,97,204,0.239,0.779,10,6,5.637169593
145,66,39,1,7,61,96,0.237,0.645,18,2,6.589154754
158,79,23,0,40,100,164,0.236,0.898,7,5,7.152869753
145,73,25,0,20,72,93,0.234,0.717,8,6,6.618709998
129,89,22,7,14,46,115,0.234,0.74,5,4,6.063001388
117,55,20,3,12,41,65,0.233,0.694,11,2,6.737896405
148,77,19,0,33,77,197,0.231,0.851,7,4,5.651710258
138,57,10,4,5,29,111,0.229,0.588,3,1,5.636621587
140,59,17,5,9,47,99,0.226,0.674,6,3,5.651710258
153,86,21,1,24,69,135,0.219,0.743,14,4,6.582994445
157,117,54,0,28,139,79,0.363,1.029,20,5,7.159403786
161,111,22,7,6,68,77,0.351,0.827,7,2,7.135739868
142,105,36,3,9,67,30,0.341,0.846,9,4,6.701587687
158,120,50,6,36,137,126,0.34,1.012,23,4,6.682282532
144,91,42,1,20,90,98,0.338,0.97,18,3,7.118011101
134,108,42,4,29,102,75,0.337,1.029,21,5,7.129910313
154,125,48,6,29,81,95,0.332,0.948,10,4,5.643055908
149,116,52,1,35,117,103,0.332,1.066,16,3,7.135739868
132,104,48,5,22,103,89,0.332,0.976,7,7,6.858373791
124,87,30,1,12,57,77,0.332,0.86,14,0,6.993072365
115,81,24,6,3,58,81,0.33,0.825,7,8,6.5828979
158,99,38,1,32,103,58,0.327,0.997,27,8,7.216366355
160,113,42,1,30,107,115,0.325,0.963,14,7,6.453803203
154,79,37,2,21,120,71,0.324,0.879,19,8,6.993072365
150,89,45,1,27,125,62,0.324,0.95,19,6,7.200197857
156,102,39,4,12,73,100,0.322,0.84,21,2,7.339859851
157,91,38,2,34,119,127,0.32,0.965,17,7,6.908061575
154,86,42,2,17,91,74,0.32,0.928,15,7,7.258937943
136,57,38,1,13,74,74,0.32,0.869,13,3,5.73779986
150,91,43,1,22,82,114,0.317,0.913,15,3,7.012727068
139,86,39,1,8,50,42,0.317,0.823,8,2,5.618613452
156,80,37,1,9,94,107,0.315,0.783,21,1,6.5828979
143,93,37,9,11,80,112,0.315,0.82,11,2,6.640889847
158,143,31,0,54,156,120,0.314,1.067,15,9,7.431526808
147,78,26,0,6,59,57,0.314,0.775,21,8,6.913891119
132,72,35,4,26,101,66,0.31,0.915,13,5,6.993072365
161,105,45,0,27,89,119,0.309,0.889,18,4,6.677319112
160,93,41,7,19,97,85,0.306,0.841,19,4,5.729734409
132,86,33,2,30,105,112,0.306,0.963,7,2,7.002617683
147,77,42,4,11,81,76,0.304,0.784,13,9,6.478162549
162,93,43,1,32,119,63,0.303,0.882,27,13,7.099527696
158,122,38,23,23,74,141,0.302,0.913,3,2,5.651613712
